-87.166581,31.519561
-87.427455,31.260386
-86.763961,31.261293
-86.772519,31.202243
-86.700282,31.192217
-86.700251,31.008901
-86.6882409642461,30.9962018900015
-86.563494,30.995202
-86.3886446620004,30.9945282152752
-86.364974,30.994437
-86.1872480489813,30.9940667234622
-86.0350381049506,30.9937496073023
-85.893632,30.993455
-85.749715,30.995282
-85.5794975763383,30.9970287484109
-85.4980015850895,30.9978650493614
-85.4882982889391,30.9979646232873
-85.333319,30.999555
-85.145959,31.000693
-85.031285,31.000647
-85.002499,31.000682
-85.011392,31.053546
-85.0211075623628,31.0754638723064
-85.035615,31.108192
-85.107516,31.186451
-85.108192,31.258591
-85.089774,31.295026
-85.0888299635305,31.3086477554966
-85.087929,31.321648
-85.092487,31.362881
-85.066005,31.431363
-85.071621,31.468384
-85.0516814295062,31.5195403291417
-85.041881,31.544684
-85.05796,31.57084
-85.058169,31.620227
-85.12553,31.694965
-85.11893,31.732664
-85.1254405773425,31.7629687034183
-85.1291593155832,31.7802782680766
-85.141831,31.839261
-85.114031,31.89336
-85.067829,31.967358
-85.0635905429847,31.991857
-85.0514111279128,32.062256083622
-85.185067,32.061708
-85.257834,32.147931
-85.410241,32.146651
-85.427441,32.146551
-85.433543,32.234648
-85.856218,32.231975
-85.898539,32.305289
-85.898689,32.274987
-85.919293,32.274382
-85.986557,32.272342
-85.999157,32.250543
-85.997859,32.141605
-86.112586,32.15589
-86.118065,32.223873
-86.190647,32.291901
-86.13857,32.367823
-86.192284,32.43613
-86.046402,32.406146
-86.023012,32.419978
-85.852625,32.475747
-85.886148,32.493053
-85.87986,32.754528
-86.007187,32.754984
-86.31948,32.753698
-86.336694,32.76813
-86.374974,32.75358
-86.413335,32.750591
-86.413116,32.707386
-86.714219,32.705694
-86.71339,32.661732
-86.917595,32.664169
-86.906403,32.536712
-86.814912,32.340803
-86.816107,32.30997
-86.781354,32.392494
-86.717897,32.402814
-86.496774,32.344437
-86.474479,32.331547
-86.484701,32.284492
-86.436067,32.331314
-86.329837,32.373907
-86.239817,32.292836
-86.307426,32.307219
-86.300769,32.219544
-86.408272,32.208976
-86.406276,32.050731
-86.405005,31.963775
-86.448198,31.964629
-86.857583,31.962167
-86.908939,31.961673
-86.906899,31.830628
-86.905899,31.753035
-87.0511,31.71834
-87.135051,31.642417
